vehicle_id,make,model,variant,year,body_type,drivetrain,battery_chemistry,usable_battery_kwh,ideal_consumption_wh_km,regen_efficiency,weight_kg,max_dc_charge_kw,temp_penalty_factor,charge_curve_hint,route_type,terrain_type,climate_type,distance_km,speed_kmh,grade_pct,temp_c,start_soc_pct,hvac_override_kw,base_consumption_kwh,speed_delta_kwh,slope_kwh,regen_kwh,hvac_kwh,temp_penalty_kwh,gross_consumption_kwh,net_consumption_kwh,estimated_wh_km,target_wh_km,target_energy_kwh,end_soc_pct,below_reserve
chevrolet_equinox_ev,Chevrolet,Equinox EV,LT RWD,2024,SUV,RWD,NMC,78.0,175.0,0.68,2056.0,150.0,0.008,tapered_nmc,highway,flat,mild,148.86,116.6,-0.2,15.8,69.67,1.68,26.0505,14.4063,0.0,1.1342,2.1448,0.8753,43.4769,42.3426,284.45,292.538,43.5472,15.38,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,city,flat,mild,9.76,64.2,0.13,14.8,75.53,1.42,1.6104,-0.7036,0.0734,0.0,0.2159,0.067,1.2631,1.2631,129.42,130.737,1.276,73.89,0
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,highway,rolling,mild,118.82,113.1,0.44,21.5,34.09,1.97,21.5064,10.2069,2.9875,0.0,2.0696,0.0,36.7705,36.7705,309.46,301.469,35.8205,0.0,1
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,highway,rolling,hot,79.11,122.2,-3.51,28.3,31.11,1.86,10.6007,7.229,0.0,10.3252,1.2041,0.0,19.6049,9.2797,117.3,119.095,9.4216,18.74,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,highway,rolling,mild,73.73,120.8,-0.42,12.9,90.19,1.51,11.5756,7.5161,0.0,1.169,0.9216,0.5753,20.5887,19.4197,263.39,268.042,19.7627,56.42,0
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,mixed,hilly_down,mild,59.13,67.2,-6.51,10.1,98.91,1.28,8.8104,-3.4486,0.0,11.5838,1.1263,0.6978,7.1859,6.1673,104.3,104.3,6.1673,87.7,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,city,hilly_down,hot,2.02,47.4,-1.62,26.6,42.58,1.32,0.3212,-0.2132,0.0,0.1348,0.0563,0.0,0.1642,0.2248,111.3,111.3,0.2248,42.28,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,mixed,flat,mild,29.08,77.3,0.32,16.6,35.06,1.57,4.9145,-1.1199,0.5541,0.0,0.5906,0.1337,5.073,5.073,174.45,178.893,5.2022,28.2,0
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,city,hilly_down,mild,4.42,27.9,-6.91,20.1,58.94,1.31,0.6586,-0.5686,0.0,1.0087,0.2075,0.0,0.2975,0.461,104.3,107.368,0.4746,58.15,0
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,city,hilly_up,hot,18.08,52.8,6.62,34.3,56.35,1.74,2.5131,-1.4981,5.7436,0.0,0.5958,0.0,7.3544,7.3544,406.77,414.582,7.4956,43.56,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,mixed,flat,mild,38.9,92.3,-0.53,17.0,52.87,1.68,6.4185,0.2813,0.0,0.8114,0.708,0.154,7.5619,6.7505,173.53,172.145,6.6964,44.1,0
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,mixed,hilly_up,cold,34.08,84.5,2.28,3.2,98.69,2.98,6.1003,-0.6201,4.726,0.0,1.2019,0.8199,12.5948,12.5948,369.57,375.754,12.8057,81.9,0
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,mixed,rolling,mild,22.26,81.5,1.31,19.4,74.73,1.68,3.9178,-0.608,1.7283,0.0,0.4589,0.0188,5.5157,5.5157,247.79,248.974,5.5422,68.39,0
mercedes_eqa250,Mercedes-Benz,EQA,250,2024,SUV,FWD,NMC,66.5,166.0,0.67,2040.0,100.0,0.008,tapered_nmc,city,flat,hot,10.44,45.5,-0.06,36.0,53.68,2.37,1.733,-1.1895,0.0,0.0233,0.5438,0.0,1.0873,1.2131,116.2,118.279,1.2348,51.86,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,city,rolling,mild,7.47,56.4,-1.92,18.8,66.25,1.7,1.1877,-0.6511,0.0,0.5909,0.2252,0.0114,0.7732,0.8314,111.3,112.344,0.8392,65.13,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,highway,rolling,mild,42.38,115.3,2.81,13.9,30.6,1.5,6.7384,3.5289,6.8148,0.0,0.5513,0.3288,17.9623,17.9623,423.84,432.94,18.348,6.33,1
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,highway,rolling,hot,140.85,123.0,-1.04,27.6,82.6,1.47,22.1135,15.4948,0.0,5.5297,1.6833,0.0,39.2916,33.7619,239.7,235.109,33.1152,23.88,0
polestar_2_lr_rwd,Polestar,2,Long Range Single Motor,2024,Fastback,RWD,NMC,79.0,157.0,0.7,2060.0,205.0,0.008,tapered_nmc,highway,flat,cold,51.76,136.7,-0.69,-1.1,99.49,2.52,8.1263,8.4119,0.0,1.4034,0.9542,1.3717,18.8641,17.4607,337.34,332.036,17.1862,77.39,0
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,highway,flat,mild,156.27,92.7,-0.47,21.5,24.2,1.62,27.5035,1.4174,0.0,2.9166,2.7309,0.0,31.6518,28.7352,183.88,183.618,28.6939,0.0,1
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,highway,hilly_up,mild,86.97,125.3,4.11,12.0,89.62,0.91,13.3064,10.0478,15.0295,0.0,0.6316,0.9581,39.9734,39.9734,459.62,471.402,40.9978,0.0,1
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,mixed,flat,mild,57.79,54.9,0.06,15.0,87.54,1.73,10.171,-5.7814,0.2055,0.0,1.8211,0.4068,6.823,7.1197,123.2,124.324,7.1847,79.36,0
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,mixed,flat,cold,42.72,69.6,0.55,3.5,78.75,2.21,5.5536,-1.966,1.2709,0.0,1.3565,0.7331,6.948,6.948,162.64,159.663,6.8208,69.36,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,highway,hilly_down,mild,31.59,90.4,-6.63,15.8,62.02,1.58,4.6753,0.0354,0.0,8.3951,0.5521,0.1571,5.4199,3.2727,103.6,103.6,3.2727,57.6,0
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,mixed,flat,cold,14.6,96.9,0.31,5.0,96.04,1.75,2.6426,0.3536,0.2586,0.0,0.2637,0.3171,3.8356,3.8356,262.71,265.99,3.8835,91.68,0
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,city,rolling,mild,15.75,50.9,2.43,12.6,28.87,1.13,2.1105,-1.3096,1.9232,0.0,0.3497,0.1249,3.2946,3.2946,209.18,206.602,3.254,24.48,0
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,highway,rolling,hot,71.46,111.3,3.23,36.5,45.87,1.53,10.6475,4.6309,10.2145,0.0,0.9823,0.0,26.4753,26.4753,370.49,361.02,25.7985,0.0,1
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,city,rolling,hot,6.65,57.5,-2.58,26.0,98.35,1.54,1.2968,-0.6913,0.0,0.7217,0.1781,0.0,0.8071,0.9077,136.5,136.5,0.9077,97.2,0
audi_q4_etron_40,Audi,Q4 e-tron,40,2024,SUV,RWD,NMC,76.6,166.0,0.68,2135.0,135.0,0.008,tapered_nmc,mixed,flat,hot,20.92,82.2,0.83,35.7,28.26,1.76,3.4727,-0.496,1.0102,0.0,0.4479,0.0,4.4348,4.4348,211.99,212.897,4.4538,22.47,0
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,highway,flat,mild,127.93,90.0,-0.92,15.5,32.13,1.23,16.6309,0.0,0.0,4.7747,1.7484,0.5987,18.978,14.2033,111.02,110.296,14.1102,12.94,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,hilly_down,mild,31.8,92.2,-2.7,21.0,63.21,1.3,4.9926,0.2092,0.0,3.2412,0.4484,0.0,5.6502,3.4948,109.9,112.895,3.5901,57.13,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,mixed,rolling,hot,27.95,84.1,-0.8,34.5,96.71,1.87,5.4502,-0.5934,0.0,0.9405,0.6215,0.0,5.6427,4.7022,168.24,168.59,4.7121,90.76,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,city,rolling,hot,13.66,32.1,-3.69,30.8,35.28,2.06,2.0217,-1.6713,0.0,2.0204,0.8766,0.0,1.227,1.4152,103.6,106.064,1.4488,33.37,0
audi_q4_etron_40,Audi,Q4 e-tron,40,2024,SUV,RWD,NMC,76.6,166.0,0.68,2135.0,135.0,0.008,tapered_nmc,highway,rolling,hot,95.7,99.5,-3.71,25.4,99.71,1.47,15.8862,2.9549,0.0,14.0462,1.4139,0.0,20.255,11.1203,116.2,116.2,11.1203,85.19,0
bmw_i4_edrive40,BMW,i4,eDrive40,2024,Sedan,RWD,NMC,80.7,157.0,0.71,2050.0,205.0,0.008,tapered_nmc,highway,rolling,hot,151.77,138.3,-3.87,30.1,47.02,2.08,23.8279,25.634,0.0,23.2957,2.2826,0.0,51.7445,28.4488,187.45,186.387,28.288,11.77,0
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,highway,rolling,mild,131.71,133.7,-2.81,18.1,93.99,0.93,19.098,18.3302,0.0,9.7677,0.9162,0.254,38.5983,28.8306,218.89,214.183,28.21,27.25,0
audi_q4_etron_40,Audi,Q4 e-tron,40,2024,SUV,RWD,NMC,76.6,166.0,0.68,2135.0,135.0,0.008,tapered_nmc,city,hilly_down,mild,6.37,51.0,-6.92,18.9,92.37,1.87,1.0574,-0.6548,0.0,1.7439,0.2336,0.0093,0.6455,0.7402,116.2,116.2,0.7402,91.4,0
mercedes_eqa250,Mercedes-Benz,EQA,250,2024,SUV,FWD,NMC,66.5,166.0,0.67,2040.0,100.0,0.008,tapered_nmc,city,rolling,hot,3.91,44.9,2.39,28.3,84.36,1.94,0.6491,-0.45,0.5195,0.0,0.1689,0.0,0.8874,0.8874,226.97,231.212,0.904,83.03,0
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,highway,flat,hot,116.4,96.9,0.67,36.9,81.14,2.17,21.0684,2.819,4.4565,0.0,2.6067,0.0,30.9506,30.9506,265.9,263.276,30.6453,45.97,0
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,mixed,hilly_up,cold,28.5,58.3,2.84,0.5,30.67,2.45,3.819,-1.9935,4.0672,0.0,1.1977,0.5958,7.9167,7.9167,277.78,279.983,7.9795,20.11,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,highway,flat,mild,30.95,99.0,-0.82,19.1,90.95,1.59,5.1067,0.8982,0.0,0.9989,0.4971,0.0368,6.5388,5.54,179.0,182.302,5.6422,83.76,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,mixed,flat,cold,23.55,72.5,-0.52,-6.9,75.33,2.62,4.5922,-1.4125,0.0,0.5151,0.851,1.1118,5.2968,4.7817,203.05,205.696,4.8441,69.28,0
mercedes_eqa250,Mercedes-Benz,EQA,250,2024,SUV,FWD,NMC,66.5,166.0,0.67,2040.0,100.0,0.008,tapered_nmc,highway,rolling,hot,82.18,90.2,-2.11,26.8,62.42,1.27,13.6419,0.0516,0.0,6.4583,1.1571,0.0,14.8505,9.5493,116.2,116.2,9.5493,48.06,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,highway,rolling,mild,123.97,100.4,-3.58,11.6,31.94,1.99,24.1742,4.9388,0.0,18.6681,2.4572,1.8276,34.3996,16.9219,136.5,139.87,17.3397,10.52,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,city,rolling,cold,13.61,36.4,-0.52,-4.0,84.41,2.31,2.0823,-1.6354,0.0,0.1934,0.8637,0.4498,1.7604,1.567,115.13,111.975,1.524,80.06,0
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,city,rolling,cold,2.52,45.6,-3.43,-5.8,55.59,2.5,0.4561,-0.3125,0.0,0.3309,0.1382,0.0941,0.3759,0.3193,126.7,126.7,0.3193,55.23,0
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,highway,flat,hot,78.92,94.9,0.48,38.0,50.04,1.88,14.2845,1.3472,2.1647,0.0,1.5634,0.0,19.3598,19.3598,245.31,244.883,19.3262,28.04,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,city,rolling,mild,12.97,32.1,-1.01,16.4,35.53,1.15,1.9844,-1.6405,0.0,0.358,0.4647,0.0643,0.8729,1.3891,107.1,107.1,1.3891,31.67,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,city,rolling,cold,4.46,59.1,-0.33,-6.9,47.49,2.66,0.6601,-0.3372,0.0,0.059,0.2007,0.142,0.6657,0.6067,136.03,136.876,0.6105,46.67,0
audi_q4_etron_40,Audi,Q4 e-tron,40,2024,SUV,RWD,NMC,76.6,166.0,0.68,2135.0,135.0,0.008,tapered_nmc,highway,hilly_down,mild,112.91,101.5,-4.74,17.3,88.98,1.45,18.7431,4.2513,0.0,21.1731,1.613,0.4049,25.0122,13.1201,116.2,116.2,13.1201,71.85,0
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,mixed,hilly_up,mild,22.33,66.4,4.69,22.5,67.34,1.4,3.9301,-1.5865,6.2071,0.0,0.4708,0.0,9.0214,9.0214,404.01,405.797,9.0614,56.97,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,flat,hot,46.67,75.2,-0.15,30.9,84.78,2.26,7.3272,-1.9284,0.0,0.2643,1.4026,0.0,6.8014,6.5371,140.07,136.692,6.3794,73.41,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,city,rolling,cold,15.17,63.0,-2.94,-4.7,71.81,1.51,2.321,-1.0553,0.0,1.2189,0.3636,0.516,2.1453,1.6247,107.1,107.1,1.6247,67.3,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,city,rolling,mild,12.51,64.1,-0.29,11.9,76.25,1.43,1.9891,-0.872,0.0,0.1495,0.2791,0.1289,1.5251,1.3924,111.3,113.781,1.4234,74.37,0
audi_q4_etron_40,Audi,Q4 e-tron,40,2024,SUV,RWD,NMC,76.6,166.0,0.68,2135.0,135.0,0.008,tapered_nmc,mixed,rolling,hot,13.53,94.7,-1.34,25.5,54.07,1.49,2.246,0.203,0.0,0.7173,0.2129,0.0,2.6619,1.9446,143.73,147.577,1.9967,51.53,0
bmw_i4_edrive40,BMW,i4,eDrive40,2024,Sedan,RWD,NMC,80.7,157.0,0.71,2050.0,205.0,0.008,tapered_nmc,mixed,flat,mild,41.02,66.8,0.86,17.2,92.8,1.35,6.4401,-2.5604,1.9707,0.0,0.829,0.1443,6.8237,6.8237,166.35,161.874,6.6401,84.34,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,mixed,rolling,mild,18.76,77.9,-3.46,19.9,36.38,1.99,3.0954,-0.6737,0.0,2.5547,0.4792,0.0025,2.9034,2.1668,115.5,115.5,2.1668,33.57,0
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,highway,hilly_up,hot,160.67,125.1,5.64,36.4,45.64,2.12,21.5298,16.1549,45.5346,0.0,2.7228,0.0,88.5203,88.5203,550.94,551.058,88.5385,0.0,1
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,mixed,flat,mild,34.31,76.3,-0.75,19.9,74.26,1.37,5.1122,-1.2513,0.0,0.8499,0.6161,0.0041,4.481,3.6311,105.83,104.511,3.5858,68.0,0
mercedes_eqa250,Mercedes-Benz,EQA,250,2024,SUV,FWD,NMC,66.5,166.0,0.67,2040.0,100.0,0.008,tapered_nmc,mixed,rolling,mild,58.9,94.2,-2.49,22.4,26.98,1.47,9.7774,0.7883,0.0,5.4624,0.9191,0.0,11.4848,6.8442,116.2,116.2,6.8442,16.69,0
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,city,flat,mild,10.93,60.0,0.04,18.8,43.45,1.68,1.5193,-0.7567,0.021,0.0,0.306,0.0128,1.1024,1.1024,100.86,101.111,1.1051,41.53,0
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,mixed,rolling,mild,11.07,59.5,-3.82,21.2,86.8,1.46,1.6937,-0.8556,0.0,1.6847,0.2716,0.0,1.1098,1.1856,107.1,107.1,1.1856,85.32,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,mixed,rolling,mild,39.67,84.8,2.74,16.2,44.33,1.39,6.7042,-0.6451,6.4719,0.0,0.6503,0.2038,13.3851,13.3851,337.41,343.268,13.6174,26.24,0
byd_atto3_lr,BYD,Atto 3,Extended Range,2024,SUV,FWD,LFP,58.0,157.0,0.65,1750.0,88.0,0.007,flat_lfp,highway,flat,mild,73.22,132.3,-0.7,14.0,96.5,1.63,11.4955,10.6338,0.0,1.5887,0.9021,0.4828,23.5143,21.9256,299.45,293.355,21.4795,58.7,0
bmw_i4_edrive40,BMW,i4,eDrive40,2024,Sedan,RWD,NMC,80.7,157.0,0.71,2050.0,205.0,0.008,tapered_nmc,mixed,hilly_down,hot,44.64,83.3,-6.16,28.6,23.29,1.75,7.0085,-0.8637,0.0,10.9065,0.9378,0.0,7.0826,4.9059,109.9,109.9,4.9059,17.21,0
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,mixed,flat,mild,43.28,98.9,-0.7,16.3,98.04,1.37,5.6264,0.9783,0.0,1.2291,0.5995,0.1665,7.3708,6.1417,141.91,138.687,6.0024,89.74,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,rolling,cold,32.9,66.0,-3.97,3.3,98.05,2.2,5.1653,-2.1166,0.0,4.9306,1.0967,0.6038,4.7491,3.6157,109.9,111.255,3.6603,91.76,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,highway,hilly_down,hot,179.11,123.3,-2.6,35.9,93.78,1.57,27.4038,19.3951,0.0,12.7274,2.2806,0.0,49.0796,36.3522,202.96,198.239,35.5066,0.0,1
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,highway,flat,mild,76.21,110.1,0.68,16.2,27.4,0.94,11.6601,4.7658,2.179,0.0,0.6507,0.3988,19.6543,19.6543,257.9,260.087,19.8212,0.0,1
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,mixed,hilly_up,hot,19.79,54.2,6.17,35.2,96.61,2.48,3.3445,-1.9322,7.2702,0.0,0.9055,0.0,9.588,9.588,484.49,481.421,9.5273,83.65,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,mixed,rolling,hot,55.42,68.1,-2.82,37.8,49.57,1.6,8.4793,-3.2009,0.0,4.2713,1.3021,0.0,6.5804,5.9355,107.1,107.1,5.9355,33.08,0
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,mixed,rolling,mild,20.78,94.4,1.93,15.8,55.4,1.71,4.2599,0.3601,2.8852,0.0,0.3764,0.161,8.2839,8.2839,398.65,404.104,8.3973,46.77,0
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,highway,rolling,hot,119.69,97.2,-1.57,39.8,62.02,1.67,17.8338,2.4928,0.0,6.2064,2.0564,0.0,22.383,16.1766,135.15,138.662,16.5965,34.13,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,highway,flat,mild,167.16,110.7,0.11,19.9,80.42,1.4,28.25,11.9159,1.0948,0.0,2.114,0.0226,43.3974,43.3974,259.62,254.729,42.5805,21.77,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,mixed,rolling,hot,25.1,79.3,-0.05,36.1,37.96,2.33,4.1415,-0.8018,0.0,0.0494,0.7375,0.0,4.0772,4.0278,160.47,157.139,3.9442,32.73,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,highway,hilly_up,mild,128.07,134.6,3.79,16.9,75.03,1.47,20.3631,20.0022,27.7762,0.0,1.3987,0.505,70.0452,70.0452,546.93,534.439,68.4456,0.0,1
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,mixed,hilly_down,mild,28.09,74.0,-4.6,13.6,74.87,1.68,3.6517,-1.0337,0.0,5.242,0.6377,0.187,3.4427,2.5562,91.0,92.738,2.605,71.42,0
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,mixed,rolling,hot,18.14,52.9,-1.44,38.2,30.84,2.13,3.7187,-2.2119,0.0,1.3154,0.7304,0.0,2.3043,2.6031,143.5,143.5,2.6031,28.13,0
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,highway,hilly_down,cold,73.75,121.9,-6.58,-6.5,70.24,2.42,10.9887,7.4165,0.0,16.0276,1.4641,2.3296,22.199,7.6921,104.3,104.918,7.7377,56.98,0
byd_atto3_lr,BYD,Atto 3,Extended Range,2024,SUV,FWD,LFP,58.0,157.0,0.65,1750.0,88.0,0.007,flat_lfp,mixed,hilly_down,hot,44.25,65.1,-3.23,35.3,27.67,2.06,6.9473,-2.9415,0.0,4.4303,1.4002,0.0,5.406,4.8631,109.9,112.032,4.9574,19.29,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,city,flat,hot,9.42,61.8,-0.67,28.3,60.27,2.37,1.4789,-0.6984,0.0,0.2383,0.3613,0.0,1.1418,1.0353,109.9,111.846,1.0536,58.47,0
